food_name,food_category,food_type,food_origin,food_price,food_expiration_date,food_nutrition_facts,food_allergens,food_ingredients,food_brand,food_image,food_serving_size,food_calories,food_protein,food_fat,food_carbohydrates,food_sugar,food_fiber,food_vitamin_a,food_vitamin_c,food_calcium,food_iron,food_potassium,food_sodium,food_cholesterol,food_gluten_free,food_vegan,food_halal,food_kosher,food_gmo_free,food_organic
Tuna - Salad Premix,vegetable,organic,Brazil,93.66,8/14/2023,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,milk,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.",http://dummyimage.com/142x100.png/5fa2dd/ffffff,http://dummyimage.com/229x100.png/5fa2dd/ffffff,35.2,80,71.0,75.9,67.5,84.5,55.5,85.7,68.0,54.9,26.7,27.1,869,99.7,False,False,True,True,True,False
Ostrich - Fan Fillet,fruit,organic,Argentina,21.0,7/6/2023,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",peanuts,Phasellus in felis. Donec semper sapien a libero. Nam dui.,http://dummyimage.com/163x100.png/ff4444/ffffff,http://dummyimage.com/157x100.png/5fa2dd/ffffff,7.2,155,33.9,95.2,40.9,0.6,98.0,15.1,18.8,56.8,67.7,65.3,446,80.7,False,True,True,True,True,True
Chocolate - Compound Coating,grain,conventional,Nigeria,95.52,3/9/2022,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",soy,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",http://dummyimage.com/159x100.png/ff4444/ffffff,http://dummyimage.com/218x100.png/5fa2dd/ffffff,99.5,604,57.2,6.7,77.5,95.9,71.2,20.0,28.8,61.0,31.4,8.5,176,78.7,False,True,True,True,True,True
Chocolate Bar - Smarties,dairy,conventional,Botswana,28.23,5/14/2023,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,fish,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,http://dummyimage.com/207x100.png/5fa2dd/ffffff,http://dummyimage.com/107x100.png/5fa2dd/ffffff,86.6,536,8.5,16.6,42.4,19.8,2.4,5.7,95.4,15.3,56.2,97.5,393,21.9,True,True,True,True,False,False
Cheese - Cheddarsliced,meat,conventional,Thailand,58.53,5/13/2022,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.

Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.",soy,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",http://dummyimage.com/195x100.png/ff4444/ffffff,http://dummyimage.com/247x100.png/ff4444/ffffff,54.0,796,87.8,51.4,29.2,58.8,45.8,82.1,77.2,50.5,5.0,92.7,374,72.3,False,True,False,False,False,False
"Apple - Delicious, Red",vegetable,conventional,Russia,44.38,2/18/2023,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",eggs,Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,http://dummyimage.com/154x100.png/cc0000/ffffff,http://dummyimage.com/116x100.png/cc0000/ffffff,94.1,210,58.5,82.8,32.2,90.1,93.1,56.4,35.3,63.2,16.3,1.6,426,3.7,True,True,True,True,False,False
Lamb - Ground,dairy,conventional,China,4.64,4/1/2022,Sed ante. Vivamus tortor. Duis mattis egestas metus.,wheat,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",http://dummyimage.com/169x100.png/ff4444/ffffff,http://dummyimage.com/216x100.png/ff4444/ffffff,91.7,915,90.1,46.1,89.0,84.6,51.6,13.2,69.8,61.6,66.1,44.5,802,59.8,False,True,True,True,True,True
Muffin Orange Individual,meat,conventional,Indonesia,98.05,11/17/2023,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",shellfish,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",http://dummyimage.com/202x100.png/ff4444/ffffff,http://dummyimage.com/220x100.png/5fa2dd/ffffff,4.1,779,77.7,52.3,87.0,47.4,37.6,47.9,1.5,19.3,80.1,7.0,789,7.6,True,False,False,False,True,False
"Beans - Turtle, Black, Dry",grain,conventional,Argentina,15.41,5/6/2022,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",tree nuts,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",http://dummyimage.com/224x100.png/5fa2dd/ffffff,http://dummyimage.com/197x100.png/cc0000/ffffff,64.7,773,15.6,46.0,63.1,39.3,46.2,17.3,63.8,99.5,33.8,42.7,410,98.4,False,True,False,True,False,False
Cocoa Powder - Dutched,fruit,organic,Indonesia,80.0,10/10/2023,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",milk,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,http://dummyimage.com/191x100.png/cc0000/ffffff,http://dummyimage.com/166x100.png/ff4444/ffffff,34.9,995,21.4,70.1,45.6,19.4,99.5,4.6,91.9,87.3,36.1,84.4,327,87.6,True,False,True,True,False,True
Pancetta,fruit,organic,Russia,61.13,7/20/2023,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.

Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.",fish,"Phasellus sit amet erat. Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.

Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.

Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.",http://dummyimage.com/195x100.png/ff4444/ffffff,http://dummyimage.com/113x100.png/ff4444/ffffff,34.2,527,85.7,28.5,78.2,7.6,39.2,43.8,42.0,30.7,68.0,32.0,250,78.6,False,True,True,False,False,True
Cheese - Pont Couvert,vegetable,organic,Portugal,1.4,3/29/2022,"Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.

Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",milk,"Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.

Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.

Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",http://dummyimage.com/126x100.png/ff4444/ffffff,http://dummyimage.com/140x100.png/5fa2dd/ffffff,62.0,363,13.4,96.1,77.8,86.5,59.8,89.6,24.1,61.7,33.1,93.8,417,18.4,True,False,False,True,True,False
Carbonated Water - Lemon Lime,grain,organic,China,74.21,1/21/2022,"Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.

Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",soy,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",http://dummyimage.com/166x100.png/dddddd/000000,http://dummyimage.com/203x100.png/5fa2dd/ffffff,47.2,584,89.9,7.5,33.8,76.8,31.2,62.2,53.1,77.7,78.1,87.7,884,11.3,True,False,True,False,True,True
Fudge - Chocolate Fudge,fruit,organic,China,75.06,8/7/2022,"Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",wheat,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",http://dummyimage.com/204x100.png/5fa2dd/ffffff,http://dummyimage.com/232x100.png/cc0000/ffffff,32.1,919,13.7,95.1,18.4,47.4,16.3,3.1,75.3,23.1,44.0,88.3,697,73.7,False,True,True,False,False,False
Ecolab - Ster Bac,dairy,conventional,China,21.56,12/16/2023,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,eggs,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.

Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",http://dummyimage.com/210x100.png/cc0000/ffffff,http://dummyimage.com/249x100.png/dddddd/000000,5.9,619,96.8,58.6,29.8,44.4,43.1,62.8,12.6,7.6,53.1,76.8,133,88.8,False,True,False,False,True,False
"Salsify, Organic",vegetable,conventional,Bulgaria,40.73,4/7/2023,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",eggs,"Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.

In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",http://dummyimage.com/218x100.png/ff4444/ffffff,http://dummyimage.com/126x100.png/dddddd/000000,70.9,811,32.1,11.9,88.2,45.8,84.7,49.5,92.6,18.7,59.7,71.5,681,55.2,True,False,True,False,True,True
Compound - Strawberry,grain,conventional,Sweden,95.19,9/20/2022,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",tree nuts,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",http://dummyimage.com/159x100.png/ff4444/ffffff,http://dummyimage.com/193x100.png/5fa2dd/ffffff,89.1,276,90.5,69.4,98.8,73.3,70.0,4.2,40.0,74.2,92.8,99.1,353,29.6,False,False,True,False,True,True
Crackers - Water,meat,organic,United States,93.78,10/11/2022,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",tree nuts,"Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",http://dummyimage.com/161x100.png/ff4444/ffffff,http://dummyimage.com/194x100.png/cc0000/ffffff,80.1,454,18.7,78.4,62.7,81.3,42.1,13.8,24.9,58.4,35.2,55.9,629,56.3,True,True,True,False,True,False
Mushroom Morel Fresh,grain,conventional,China,49.44,5/4/2023,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,tree nuts,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,http://dummyimage.com/157x100.png/ff4444/ffffff,http://dummyimage.com/161x100.png/dddddd/000000,76.0,857,51.9,52.1,17.0,57.0,10.2,27.4,19.2,59.0,63.5,43.2,536,25.7,False,False,False,True,True,True
"Chestnuts - Whole,canned",grain,organic,Russia,72.02,2/4/2023,"Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",tree nuts,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",http://dummyimage.com/240x100.png/cc0000/ffffff,http://dummyimage.com/176x100.png/cc0000/ffffff,43.4,951,51.3,45.6,55.2,94.8,53.9,35.8,39.8,13.5,54.1,20.5,469,53.5,False,False,True,True,False,False
Bag Stand,meat,conventional,Philippines,88.03,1/2/2022,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.

Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",shellfish,In congue. Etiam justo. Etiam pretium iaculis justo.,http://dummyimage.com/196x100.png/dddddd/000000,http://dummyimage.com/245x100.png/dddddd/000000,75.2,566,35.6,83.6,59.8,60.8,21.2,53.1,98.2,3.1,100.0,79.9,223,21.2,False,True,False,True,True,True
Clementine,vegetable,organic,China,56.99,2/14/2023,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",milk,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.",http://dummyimage.com/246x100.png/5fa2dd/ffffff,http://dummyimage.com/196x100.png/dddddd/000000,49.9,148,91.7,52.5,77.4,61.3,25.5,88.2,52.0,50.2,69.3,67.1,852,55.9,False,True,True,False,True,False
Cookies - Fortune,vegetable,organic,Portugal,36.51,10/27/2023,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,fish,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",http://dummyimage.com/214x100.png/ff4444/ffffff,http://dummyimage.com/184x100.png/dddddd/000000,86.7,385,42.7,28.3,86.4,15.6,28.3,54.0,66.3,29.8,97.7,99.3,670,54.9,False,True,True,False,False,False
"Crush - Orange, 355ml",fruit,organic,Tunisia,67.74,12/17/2023,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.

Phasellus in felis. Donec semper sapien a libero. Nam dui.

Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",peanuts,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,http://dummyimage.com/116x100.png/ff4444/ffffff,http://dummyimage.com/165x100.png/5fa2dd/ffffff,36.8,978,1.7,96.6,91.4,57.1,73.0,91.4,29.1,1.2,59.2,42.0,843,78.4,False,True,False,False,False,True
Cornflakes,fruit,conventional,Hungary,24.37,6/27/2023,"Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.

Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.

Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",soy,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.

Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.

Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",http://dummyimage.com/112x100.png/5fa2dd/ffffff,http://dummyimage.com/228x100.png/ff4444/ffffff,45.3,952,13.3,2.0,30.5,88.0,66.6,25.5,26.4,19.6,62.6,58.1,186,28.4,False,True,True,True,True,True
Ginsing - Fresh,dairy,conventional,Gabon,84.54,12/10/2022,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",wheat,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.

Fusce consequat. Nulla nisl. Nunc nisl.",http://dummyimage.com/132x100.png/5fa2dd/ffffff,http://dummyimage.com/125x100.png/ff4444/ffffff,59.2,251,92.4,56.0,72.0,94.5,34.2,22.9,64.9,37.5,70.0,5.1,805,10.4,True,True,True,False,False,False
Long Island Ice Tea,fruit,organic,China,28.65,5/11/2022,"Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",eggs,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,http://dummyimage.com/230x100.png/cc0000/ffffff,http://dummyimage.com/229x100.png/dddddd/000000,14.3,880,33.2,62.7,47.9,88.2,47.6,52.4,97.0,74.6,48.1,59.2,314,53.5,True,True,True,True,False,True
"Pork - Loin, Bone - In",vegetable,conventional,Indonesia,81.81,11/12/2022,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.

Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.

Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",peanuts,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.

Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.

Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",http://dummyimage.com/190x100.png/5fa2dd/ffffff,http://dummyimage.com/184x100.png/dddddd/000000,8.9,363,22.8,74.3,21.9,31.7,67.9,26.5,86.4,83.6,26.9,75.3,356,25.3,False,False,False,True,True,True
"Stock - Beef, White",grain,organic,Indonesia,82.15,11/20/2023,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,tree nuts,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.

Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.",http://dummyimage.com/216x100.png/5fa2dd/ffffff,http://dummyimage.com/119x100.png/5fa2dd/ffffff,18.1,51,13.6,62.1,29.5,63.3,25.0,84.8,54.9,89.1,84.9,9.2,11,44.7,False,True,True,False,True,False
Wine - Magnotta - Belpaese,meat,conventional,Mongolia,81.75,1/6/2022,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.

Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.

Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",tree nuts,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.",http://dummyimage.com/237x100.png/dddddd/000000,http://dummyimage.com/178x100.png/cc0000/ffffff,63.4,521,74.0,25.3,67.1,52.5,67.8,39.4,57.3,69.4,80.6,56.8,731,68.0,False,False,False,True,False,True
Grouper - Fresh,vegetable,organic,France,82.69,6/27/2022,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.

Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.

Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.",tree nuts,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,http://dummyimage.com/139x100.png/dddddd/000000,http://dummyimage.com/103x100.png/ff4444/ffffff,3.8,7,2.6,94.9,73.4,98.2,83.5,32.3,1.9,79.8,43.0,83.9,160,26.0,True,False,False,True,True,False
Creme De Menth - White,grain,organic,China,36.95,3/10/2022,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.

Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.

In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.",shellfish,"Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.

Sed ante. Vivamus tortor. Duis mattis egestas metus.

Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",http://dummyimage.com/250x100.png/5fa2dd/ffffff,http://dummyimage.com/164x100.png/5fa2dd/ffffff,83.2,279,79.7,87.4,33.0,73.4,5.6,54.0,11.5,34.8,85.3,66.1,372,16.8,False,False,True,True,True,True
Mace Ground,dairy,organic,Brazil,42.16,4/22/2023,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.

Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",wheat,Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio.,http://dummyimage.com/190x100.png/5fa2dd/ffffff,http://dummyimage.com/197x100.png/ff4444/ffffff,43.2,520,72.9,40.2,79.9,26.9,22.8,86.5,71.6,41.9,28.0,39.0,312,60.7,False,False,False,False,True,True
Oxtail - Cut,meat,organic,Indonesia,29.05,3/13/2022,"Fusce consequat. Nulla nisl. Nunc nisl.

Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",eggs,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.

Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",http://dummyimage.com/165x100.png/cc0000/ffffff,http://dummyimage.com/229x100.png/dddddd/000000,8.6,958,95.2,24.2,20.7,5.1,3.9,15.1,31.2,30.0,38.4,22.6,816,39.5,True,False,True,True,True,False
Milk - 1%,grain,conventional,China,87.06,6/14/2023,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,peanuts,"Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.

Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.

Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",http://dummyimage.com/214x100.png/dddddd/000000,http://dummyimage.com/194x100.png/cc0000/ffffff,58.1,59,93.7,61.9,14.5,27.1,22.5,66.4,60.9,24.6,99.6,10.8,361,21.9,True,True,True,False,False,False
Campari,vegetable,organic,Ecuador,44.36,3/14/2023,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",shellfish,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.

Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",http://dummyimage.com/187x100.png/ff4444/ffffff,http://dummyimage.com/129x100.png/ff4444/ffffff,94.6,552,14.2,74.8,60.1,99.2,49.4,22.5,8.3,5.8,27.7,48.1,701,84.2,False,True,True,False,False,True
